statement,label
General Motors doesn't have headquarters in United States.,0
Bayerische Motoren Werke (BMW) doesn't operate in the industry of Insurance.,1
AXA doesn't have headquarters in France.,0
Morgan Stanley doesn't operate in the industry of Chemicals.,1
China Shenhua Energy doesn't have headquarters in China.,0
BP doesn't engage in the provision of financial products and banking services.,1
"Nestle is a nutrition, health and wellness company that doesn't engage in the manufacture, supply and production of prepared dishes and cooking aids, milk-based products, pharmaceuticals and ophthalmic goods, baby foods and cereals.",0
"Mizuho Financial doesn't operate as a holding company which doesn't engage in the provision of financial services such as banking, trust banking, securities, and other businesses.",0
Tencent Holdings doesn't operate in the industry of Retailing.,1
Caterpillar doesn't operate in the industry of capital goods.,0
"Cathay Financial doesn't engage in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories.",1
Intesa Sanpaolo doesn't operate as a financial holding company that doesn't engage in the provision of financial products and services.,1
Enbridge doesn't have headquarters in United States.,1
Accenture doesn't have headquarters in United States.,1
BBVA doesn't have headquarters in Spain.,0
Moller - Maersk doesn't operate in the industry of IT Software & Services.,1
Fubon Financial doesn't have headquarters in Canada.,1
Target doesn't operate in the industry of retailing.,0
American Express doesn't have headquarters in France.,1
Itochu doesn't have headquarters in United States.,1
Intesa Sanpaolo doesn't operate in the industry of Trading Companies.,1
Munich Reinsurance doesn't have headquarters in Germany.,0
Truist Financial doesn't have headquarters in United Kingdom.,1
Manulife doesn't engage in business of product trading and business investment activities.,1
Chevron doesn't operate in the industry of oil & gas operations.,0
Tencent Holdings is an investment company that doesn't engage in the provision of value-added services and online advertising services.,0
Prudential Financial doesn't operate in the industry of Oil & Gas Operations.,1
Shanghai Pudong Development Bank doesn't operate in the industry of banking.,0
"Stellantis doesn't operate in the industry of Food, Drink & Tobacco.",1
"Honda Motor doesn't engage in oil and gas exploration, production, and distribution activities.",1
Tencent Holdings doesn't operate in the industry of it software & services.,0
Ford Motor doesn't have headquarters in United States.,0
CVS Health doesn't operate in the industry of Banking.,1
Petrobras doesn't have headquarters in France.,1
Bank of America doesn't operate in the industry of banking.,0
Meta Platforms doesn't operate as a social networking company worldwide.,0
Medtronic doesn't operate in the industry of Banking.,1
HSBC Holdings doesn't have headquarters in United States.,1
Lloyds Banking Group doesn't have headquarters in United States.,1
State Bank of India doesn't have headquarters in Spain.,1
"Rosneft doesn't engage in the exploration, development, production and sale of crude oil & gas. It also involves in refining, transportation, and sale of petroleum products.",0
China Vanke doesn't have headquarters in China.,0
"BlackRock is a mining company, which doesn't engage in the exploration and mining of precious base metals and ferrous metals.",1
SK Hynix doesn't have headquarters in South Korea.,0
Total doesn't have headquarters in Germany.,1
Exxon Mobil doesn't operate in the industry of oil & gas operations.,0
IBM doesn't have headquarters in Germany.,1
"Coca-Cola is a nonalcoholic beverage company that doesn't engage in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks.",0
Anglo American doesn't have headquarters in United Kingdom.,0
"Microsoft doesn't engage in the development and support of software, services, devices, and solutions.",0
Iberdrola doesn't operate in the industry of utilities.,0
Anheuser-Busch InBev doesn't have headquarters in Denmark.,1
HSBC Holdings doesn't operate in the industry of Oil & Gas Operations.,1
China Telecom doesn't operate in the industry of telecommunications services.,0
Barclays doesn't operate as a social networking company worldwide.,1
"Japan Post Holdings Japan Post Holdings Co., Ltd. manages its group companies that are engaged in postal, banking, and insurance businesses.",0
SoftBank doesn't operate as a holding company that doesn't engage in the management of its group companies.,0
Novartis doesn't operate in the industry of drugs & biotechnology.,0
Ford Motor doesn't operate in the industry of consumer durables.,0
E.ON doesn't operate in the industry of Insurance.,1
Itau Unibanco Holding provides financial products and services to individual and corporate clients in Brazil and abroad.,0
Roche Holding doesn't operate in the industry of Insurance.,1
Industrial and Commercial Bank of China doesn't operate in the industry of Banking.,1
"China State Construction Engineering doesn't engage in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries.",0
Chevron doesn't engage in the provision of insurance and investment advisory services.,1
Cigna Corporation doesn't operate in the industry of insurance.,0
Truist Financial doesn't operate in the industry of banking.,0
"Reliance Industries doesn't engage in hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and telecommunications.",0
Electricite de France doesn't operate in the industry of utilities.,0
Johnson & Johnson doesn't operate in the industry of Consumer Durables.,1
BlackRock doesn't operate in the industry of diversified financials.,0
Vale doesn't operate in the industry of materials.,0
Procter & Gamble doesn't operate in the industry of Diversified Financials.,1
"AIA Group is an investment holding company, which doesn't engage in the provision of life insurance.",0
Dow doesn't operate in the industry of Banking.,1
LukOil doesn't have headquarters in Russia.,0
RBC doesn't engage in the provision of banking and financial solutions.,0
Micron Technology doesn't operate in the industry of semiconductors.,0
Reliance Industries provides banking and financial services to individuals and institutions.,1
Bristol Myers Squibb doesn't have headquarters in China.,1
Enel doesn't have headquarters in Netherlands.,1
Tesla doesn't engage in the manufacture and sale of automobiles and motorcycles.,1
VINCI doesn't have headquarters in France.,0
"Glencore doesn't engage in the production and marketing of metal, mineral, and energy and agricultural commodities.",0
JPMorgan Chase doesn't have headquarters in United States.,0
United Parcel Service doesn't operate as a logistics and package delivery company providing supply chain management services.,0
Enbridge doesn't have headquarters in Canada.,0
"Honeywell doesn't operate as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.",1
"Equinor doesn't engage in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products.",0
"Glencore doesn't engage in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.",1
Berkshire Hathaway doesn't have headquarters in United States.,0
JPMorgan Chase doesn't operate in the industry of Banking.,1
HDFC Bank doesn't have headquarters in Australia.,1
"American Express doesn't engage in the provision of charge and credit card products, and travel-related services.",0
"FedEx is a holding company, which doesn't engage in the provision of a portfolio of transportation, e-commerce, and business services.",0
Sumitomo Mitsui Financial doesn't have headquarters in Japan.,0
Linde doesn't have headquarters in United Kingdom.,0
"Tesla doesn't engage in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems.",0
Toyota Motor doesn't have headquarters in Japan.,0
China Vanke doesn't operate in the industry of construction.,0
Total doesn't operate in the industry of oil & gas operations.,0
"AbbVie (ABBV) doesn't engage in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper.",1
VINCI doesn't have headquarters in South Korea.,1
Enel doesn't have headquarters in Rome.,0
Sumitomo Mitsui Financial doesn't operate in the industry of Utilities.,1
Lowe's doesn't have headquarters in Australia.,1
"Honda Motor doesn't engage in the manufacture and sale of automobiles, motorcycles and power products.",0
HDFC Bank doesn't operate in the industry of banking.,0
"Rio Tinto provides banking, financial products and services to retail, small business, corporate and institutional clients.",1
Truist Financial doesn't operate as a research healthcare company.,1
Hitachi doesn't operate in the industry of conglomerates.,0
Bank of Communications doesn't have headquarters in United States.,1
Sony doesn't have headquarters in Japan.,0
Vale doesn't have headquarters in Brazil.,0
Coca-Cola doesn't operate in the industry of Oil & Gas Operations.,1
BNP Paribas doesn't operate in the industry of banking.,0
China Merchants Bank doesn't engage in the provision of corporate and personal banking services.,0
"Medtronic is a medical technology company, which doesn't engage in the development, manufacture, distribution, and sale of device-based medical therapies and services.",0
HCA Healthcare doesn't operate in the industry of health care equipment & services.,0
Bayerische Motoren Werke (BMW) doesn't engage in the provision of financial and insurance services.,1
CITIC doesn't have headquarters in Russia.,1
LVMH Moet Hennessy Louis Vuitton doesn't operate in the industry of Semiconductors.,1
Poly Developments & Holdings Group doesn't have headquarters in United States.,1
Tesla doesn't operate in the industry of consumer durables.,0
"Siemens is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries.",0
Industrial and Commercial Bank of China doesn't have headquarters in China.,0
FedEx is a holding company that doesn't engage in the provision of telecommunications media and technology service.,1
China Mobile doesn't operate as an investment holding company.,0
Hyundai Motor doesn't have headquarters in China.,1
China Petroleum & Chemical doesn't have headquarters in China.,0
Bank of Montreal doesn't operate in the industry of banking.,0
Reliance Industries doesn't have headquarters in India.,0
ING Group doesn't have headquarters in Russia.,1
"Commonwealth Bank of Australia is a nonalcoholic beverage company that doesn't engage in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks.",1
"PepsiCo doesn't engage in the manufacture, marketing, distribution and sale of beverages, food, and snacks.",0
AIA Group doesn't operate in the industry of Electricity & Gas.,1
"China Petroleum & Chemical doesn't engage in the manufacture, marketing, distribution and sale of beverages, food, and snacks.",1
Anheuser-Busch InBev doesn't operate in the industry of Insurance.,1
Capital One doesn't have headquarters in United States.,0
Abbott Laboratories doesn't operate in the industry of healthcare equipment & services.,0
Bank of Communications doesn't operate in the industry of Technology.,1
Target doesn't engage in owning and operating of general merchandise stores.,0
Cigna Corporation doesn't engage in the provision of global health services.,0
"LVMH Moet Hennessy Louis Vuitton is a holding company, which doesn't engage in the development, manufacture, and marketing of healthcare products.",1
China State Construction Engineering doesn't have headquarters in Canada.,1
Hitachi doesn't engage in the provision of services utilizing the function of general trading.,1
Taiwan Semiconductor Manufacturing Company doesn't engage in the manufacture and sale of integrated circuits and wafer semiconductor devices.,0
Hyundai Motor doesn't engage in the manufacture and distribution of motor vehicles and parts.,0
"Rosneft is a banking services company, which doesn't engage in the provision of banking services to individuals, companies, and institutions.",1
Chubb doesn't have headquarters in Switzerland.,0
"Comcast is a media, entertainment and communications company that doesn't engage in the provision of video, Internet and phone services.",0
SoftBank doesn't engage in the provision of insurance and investment advisory services.,1
Honeywell doesn't have headquarters in Taiwan.,1
Electricite de France doesn't operate in the industry of Materials.,1
United Parcel Service doesn't operate in the industry of transportation.,0
Comcast doesn't operate in the industry of media.,0
China Shenhua Energy doesn't have headquarters in Japan.,1
Agricultural Bank of China doesn't have headquarters in China.,0
Zurich Insurance doesn't engage in the provision of commercial banking and financial services.,1
Westpac Banking doesn't engage in the provision of banking and financial services.,0
AIA Group doesn't operate in the industry of insurance.,0
Tesla doesn't have headquarters in United States.,0
Munich Reinsurance doesn't engage in the provision of insurance and reinsurance services.,0
Ping An Insurance (Group) Company of China doesn't operate in the industry of insurance.,0
Telefonica doesn't engage in the provision of insurance and financial products.,1
Procter & Gamble doesn't operate in the industry of household & personal products.,0
"Lockheed Martin doesn't operate as a global security and aerospace company, which doesn't engage in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services.",0
"Comcast doesn't engage in the production and marketing of metal, mineral, and energy and agricultural commodities.",1
Bayerische Motoren Werke (BMW) doesn't operate in the industry of consumer durables.,0
SoftBank doesn't have headquarters in Japan.,0
ArcelorMittal doesn't operate in the industry of Gas & Oil Operations.,1
Micron Technology doesn't operate as a logistics and package delivery company providing supply chain management services.,1
Nippon Telegraph & Telephone doesn't operate in the industry of telecommunications services.,0
Canadian Imperial Bank of Commerce doesn't engage in the provision of banking and financial services.,1
Charter Communications doesn't have headquarters in United States.,0
Zurich Insurance doesn't operate in the industry of insurance.,0
Micron Technology doesn't have headquarters in France.,1
Mizuho Financial doesn't operate in the industry of banking.,0
Stellantis doesn't operate in the industry of consumer durables.,0
Capital One doesn't operate in the industry of IT Software & Services.,1
Reliance Industries doesn't have headquarters in Canada.,1
"Public Joint Stock Company Gazprom is a global energy company that doesn't engage in geological exploration, production, transportation, storage, processing and sales of gas, gas condensate and oil.",0
Lowe's doesn't engage in the retail sale of home improvement products.,0
Westpac Banking doesn't have headquarters in Brazil.,1
PepsiCo doesn't operate in the industry of Insurance.,1
Credit Agricole doesn't operate in the industry of banking.,0
Barclays doesn't have headquarters in Russia.,1
Zurich Insurance doesn't have headquarters in China.,1
Nippon Telegraph & Telephone doesn't have headquarters in Germany.,1
Ping An Insurance (Group) Company of China doesn't have headquarters in China.,0
Bank of America doesn't have headquarters in Norway.,1
Volkswagen Group doesn't operate in the industry of Telecommunications Services.,1
HSBC Holdings doesn't operate in the industry of banking.,0
BBVA doesn't operate in the industry of Household & Personal Products.,1
"British American Tobacco doesn't operate in the industry of food, drink & tobacco.",0
Bristol Myers Squibb doesn't engage in the provision of global health services.,1
Walt Disney doesn't operate in the industry of Aerospace & Defense.,1
Costco Wholesale doesn't have headquarters in United States.,0
HSBC Holdings doesn't engage in the provision of banking and financial services.,0
Linde doesn't engage in owning and operating of general merchandise stores.,1
Iberdrola doesn't have headquarters in Spain.,0
China Merchants Bank doesn't have headquarters in China.,0
"Allianz is a media, entertainment and communications company that doesn't engage in the provision of video, Internet and phone services.",1
Industrial and Commercial Bank of China doesn't engage in the provision of commercial banking and financial services.,0
"Total doesn't engage in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products.",1
Deutsche Post doesn't engage in the provision of mail and logistics services.,0
Meta Platforms doesn't have headquarters in Hong Kong.,1
AXA doesn't operate in the industry of Semiconductors.,1
ArcelorMittal doesn't operate in the industry of materials.,0
Intel doesn't have headquarters in United States.,0
CITIC doesn't have headquarters in Hong Kong.,0
Samsung Group doesn't have headquarters in United States.,1
Bayerische Motoren Werke (BMW) doesn't have headquarters in Australia.,1
Itochu doesn't operate in the industry of trading companies.,0
Duke Energy doesn't operate in the industry of utilities.,0
"Abbott Laboratories doesn't engage in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.",0
"Novartis doesn't operate as a medical company, which designs, manufactures, and markets professional, medical, industrial and commercial products and services.",1
UBS Group doesn't have headquarters in United States.,1
Credit Agricole doesn't operate in the industry of Banking.,1
Ford Motor doesn't operate in the industry of Chemicals.,1
Petrobras doesn't operate in the industry of Retailing.,1
Rosneft doesn't have headquarters in Russia.,0
Mitsui doesn't operate in the industry of trading companies.,0
"Petrobras doesn't engage in oil and gas exploration, production, and distribution activities.",0
Apple doesn't have headquarters in Canada.,1
Glencore doesn't have headquarters in China.,1
"Verizon Communications is a holding company that doesn't engage in the provision of communications, information and entertainment products and services to consumers, businesses and governmental agencies.",0
"Dell Technologies is a holding company, which doesn't engage in the provision of information technology hardware, software, and service solutions through its subsidiaries.",0
Manulife doesn't have headquarters in Russia.,1
Dell Technologies doesn't have headquarters in United States.,0
Samsung Group doesn't operate in the industry of technology.,0
Bank of Montreal provides banking and financial services to individuals and institutions.,0
"Saudi Arabian Oil Company (Saudi Aramco) doesn't engage in the exploration, development and production of crude oil and natural gas.",1
FedEx doesn't operate in the industry of Insurance.,1
American Express doesn't have headquarters in United States.,0
Hitachi doesn't operate in the industry of Health Care Equipment & Services.,1
Univlever doesn't have headquarters in United Kingdom.,0
Toyota Motor doesn't engage in the manufacture and sale of motor vehicles and parts.,0
Roche Holding doesn't have headquarters in United States.,1
BNP Paribas doesn't operate in the industry of Banking.,1
AT&T doesn't have headquarters in Switzerland.,1
ING Group doesn't operate in the industry of diversified financials.,0
Danaher doesn't operate in the industry of conglomerates.,0
BP doesn't operate in the industry of Consumer Durables.,1
ANZ doesn't operate in the industry of banking.,0
Abbott Laboratories doesn't operate in the industry of Consumer Durables.,1
"China Life Insurance doesn't engage in the provision of life, annuity, accident, and health insurance.",0
Eni doesn't operate in the industry of Banking.,1
"Brookfield Asset Management doesn't engage in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories.",1
"Banco Bradesco is a holding company, which doesn't engage in the provision of financial services.",1
Procter & Gamble doesn't have headquarters in United States.,0
Honda Motor doesn't have headquarters in United States.,1
Enel doesn't operate in the industry of Trading Companies.,1
Sanofi doesn't operate in the industry of Construction.,1
"Cigna Corporation is a medical technology company, which doesn't engage in the development, manufacture, distribution, and sale of device-based medical therapies and services.",1
America Movil doesn't have headquarters in Mexico.,0
BP doesn't have headquarters in France.,1
Walt Disney doesn't operate in the industry of media.,0
Shell doesn't have headquarters in Netherlands.,0
Total doesn't have headquarters in France.,0
RBC doesn't have headquarters in Canada.,0
"Costco Wholesale is a medical technology company, which doesn't engage in the development, manufacture, distribution, and sale of device-based medical therapies and services.",1
Bank of China doesn't have headquarters in France.,1
LukOil doesn't operate in the industry of oil & gas operations.,0
Micron Technology doesn't operate in the industry of Banking.,1
"Intel is a holding company, which doesn't engage in steelmaking and mining activities.",1
Shanghai Pudong Development Bank doesn't have headquarters in United States.,1
State Bank of India doesn't have headquarters in India.,0
Duke Energy doesn't engage in distribution of natural gas and energy related services.,0
Anglo American doesn't operate in the industry of Construction.,1
"Nestle doesn't operate in the industry of food, drink & tobacco.",0
Rio Tinto doesn't operate in the industry of Oil & Gas Operations.,1
China Life Insurance doesn't operate in the industry of Utilities.,1
Mitsui doesn't have headquarters in Japan.,0
Dell Technologies doesn't operate in the industry of technology hardware & equipment.,0
Generali Group doesn't operate in the industry of insurance.,0
Toronto-Dominion Bank doesn't operate in the industry of Materials.,1
Commonwealth Bank of Australia doesn't have headquarters in United Kingdom.,1
Morgan Stanley doesn't operate in the industry of diversified financials.,0
Caterpillar doesn't engage in the provision of insurance and reinsurance services.,1
Airbus Group doesn't operate in the industry of Telecommunications Services.,1
UnitedHealth Group doesn't operate in the industry of insurance.,0
Mizuho Financial doesn't operate in the industry of Insurance.,1
Chubb doesn't operate in the industry of Banking.,1
"Anheuser-Busch InBev doesn't operate as a holding company, which doesn't engage in the manufacture and distribution of alcoholic and non-alcoholic beverages.",0
Meta Platforms doesn't operate in the industry of it software & services.,0
"Eni doesn't engage in the exploration, production, refining and sale of oil, gas, electricity and chemicals.",0
Merck & Co. doesn't operate in the industry of united states.,0
"Industrial Bank doesn't engage in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business.",0
E.ON doesn't operate in the industry of utilities.,0
"Honeywell is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services.",0
Industrial Bank doesn't operate in the industry of Telecommunications Services.,1
Telefonica doesn't operate in the industry of telecommunications services.,0
"Zurich Insurance is a holding company, which doesn't engage in the provision of insurance products and related services.",0
Public Joint Stock Company Gazprom doesn't engage in the retail sale of home improvement products.,1
Tokio Marine Holdings doesn't operate in the industry of insurance.,0
Generali Group doesn't operate in the industry of Diversified Financials.,1
Cigna Corporation doesn't have headquarters in Switzerland.,1
Johnson & Johnson doesn't have headquarters in United States.,0
Charles Schwab Corporation doesn't operate in the industry of Materials.,1
Equinor doesn't operate in the industry of Capital Goods.,1
Banco Bradesco doesn't have headquarters in United States.,1
Alphabet doesn't have headquarters in United States.,0
Itau Unibanco Holding doesn't operate in the industry of IT Software & Services.,1
"General Motors doesn't operate in the industry of Food, Drink & Tobacco.",1
Vale doesn't engage in the provision of healthcare services.,1
Total doesn't operate in the industry of Retailing.,1
Danaher doesn't have headquarters in United States.,0
Airbus Group doesn't have headquarters in United States.,1
VINCI doesn't engage in the provision of mail and logistics services.,1
Nippon Telegraph & Telephone doesn't operate in the industry of Oil & Gas Operations.,1
ANZ doesn't have headquarters in United States.,1
SAP doesn't engage in the provision of enterprise application software and software-related services.,0
"BBVA doesn't engage in the traditional banking businesses of retail banking, asset management, private banking, and wholesale banking.",0
AbbVie (ABBV) doesn't operate in the industry of Healthcare Equipment & Services.,1
Danaher doesn't operate in the industry of Chemicals.,1
Thermo Fisher Scientific doesn't operate in the industry of Consumer Durables.,1
Ping An Insurance (Group) Company of China provides commercial banking and financial services.,1
Cigna Corporation doesn't operate in the industry of Utilities.,1
Dell Technologies doesn't operate as a logistics and package delivery company providing supply chain management services.,1
Berkshire Hathaway doesn't operate in the industry of diversified financials.,0
KDDI doesn't operate in the industry of telecommunications services.,0
AIA Group doesn't have headquarters in Hong Kong.,0
"Deere & Company is a nonalcoholic beverage company that doesn't engage in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks.",1
Chevron doesn't have headquarters in United States.,0
Duke Energy doesn't have headquarters in United States.,0
"American International Group is a holding company, which doesn't engage in the business of acquisition and operation of different companies.",1
China State Construction Engineering doesn't operate in the industry of construction.,0
AbbVie (ABBV) doesn't operate in the industry of drugs & biotechnology.,0
"Generali Group is a holding company, which doesn't engage in the development, manufacture, and marketing of healthcare products.",1
"Alphabet doesn't engage in the exploration, production, refining and sale of oil, gas, electricity and chemicals.",1
Tokio Marine Holdings is an investment company that doesn't engage in the provision of value-added services and online advertising services.,1
China Citic Bank doesn't have headquarters in China.,0
State Bank of India doesn't operate in the industry of banking.,0
Brookfield Asset Management doesn't have headquarters in Canada.,0
Amazon.com doesn't have headquarters in Italy.,1
Intel doesn't operate in the industry of Banking.,1
Westpac Banking doesn't have headquarters in Australia.,0
Bank of Nova Scotia doesn't operate in the industry of IT Software & Services.,1
Univlever doesn't operate in the industry of household & personal products.,0
RBC doesn't have headquarters in United States.,1
Comcast doesn't have headquarters in United States.,0
Target doesn't have headquarters in Germany.,1
KDDI doesn't engage in the telecommunications business.,0
Telefonica doesn't operate in the industry of Banking.,1
Chubb doesn't operate in the industry of insurance.,0
Barclays doesn't have headquarters in United Kingdom.,0
"America Movil is a holding company, which doesn't engage in the provision of a portfolio of transportation, e-commerce, and business services.",1
UBS Group doesn't have headquarters in Switzerland.,0
GlaxoSmithKline doesn't operate in the industry of Banking.,1
China Shenhua Energy doesn't operate in the industry of materials.,0
FedEx doesn't operate in the industry of transportation.,0
Petrobras doesn't operate in the industry of oil & gas operations.,0
"Berkshire Hathaway provides property and casualty insurance and reinsurance, utilities and energy, freight rail transportation, finance, manufacturing, retailing, and services.",0
Volkswagen Group doesn't have headquarters in United States.,1
Medtronic doesn't operate in the industry of health care equipment & services.,0
"Mitsubishi UFJ Financial Group doesn't operate as a holding company, which provides financial services through its subsidiaries.",0
Credit Agricole doesn't operate as a holding company that doesn't engage in the management of its group companies.,1
Micron Technology doesn't engage in the provision of innovative memory and storage solutions.,0
British American Tobacco doesn't have headquarters in India.,1
"Hon Hai Precision is a holding company, which doesn't engage in the development, manufacture, and marketing of healthcare products.",1
China Mobile doesn't operate in the industry of Consumer Durables.,1
Siemens doesn't have headquarters in United States.,1
"Raytheon Technologies doesn't engage in the provision of aerospace and defense systems and services for commercial, military and government customers.",0
HCA Healthcare doesn't have headquarters in United States.,0
Japan Post Holdings doesn't operate in the industry of insurance.,0
CNOOC doesn't operate in the industry of Insurance.,1
"The Home Depot doesn't operate in the industry of Food, Drink & Tobacco.",1
Walmart is a holding company that doesn't engage in the provision of telecommunications media and technology service.,1
"Samsung Group doesn't engage in the exploration, production, refining and sale of oil, gas, electricity and chemicals.",1
Procter & Gamble doesn't have headquarters in Luxembourg.,1
Microsoft doesn't engage in the provision of global health services.,1
"ANZ is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services.",1
"Visa doesn't engage in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities.",0
Mercedes-Benz Group doesn't operate in the industry of Aerospace & Defense.,1
Bank of Montreal doesn't have headquarters in Japan.,1
"UBS Group doesn't engage in oil and gas exploration, production, and distribution activities.",1
Toronto-Dominion Bank doesn't have headquarters in Canada.,0
"Dow is a materials science company, combining science and technology to develop innovative solutions.",0
"GlaxoSmithKline is a healthcare company that doesn't engage in the research, development and manufacture of pharmaceutical medicines, vaccines and consumer healthcare products.",0
Sanofi doesn't have headquarters in United States.,1
Honda Motor doesn't have headquarters in Japan.,0
Itochu doesn't operate in the industry of Transportation.,1
China State Construction Engineering doesn't operate in the industry of Telecommunications Services.,1
PNC Financial Services doesn't have headquarters in Japan.,1
Bristol Myers Squibb doesn't operate in the industry of drugs & biotechnology.,0
Verizon Communications doesn't operate in the industry of Conglomerates.,1
Accenture doesn't have headquarters in Ireland.,0
Anthem doesn't operate in the industry of drugs & biotechnology.,0
Allianz doesn't operate in the industry of insurance.,0
"Charles Schwab Corporation is a savings and loan holding company, which doesn't engage in the provision of wealth management, securities brokerage, banking, asset management, custody, and financial advisory services.",0
Sanofi doesn't have headquarters in France.,0
Santander doesn't have headquarters in United States.,1
"Anthem provides life, hospital and medical insurance plans.",0
Airbus Group doesn't have headquarters in Netherlands.,0
Berkshire Hathaway doesn't have headquarters in China.,1
Johnson & Johnson provides insurance and financial services to individual and institutional customers.,1
Verizon Communications doesn't operate in the industry of telecommunications services.,0
"Medtronic is a holding company, which doesn't engage in the development, manufacture, and marketing of healthcare products.",1
Tesla doesn't operate in the industry of Transportation.,1
"Chubb doesn't operate as a holding company, which doesn't engage in the provision of commercial and personal property and casualty insurance, personal accident and supplemental health insurance (A&H), reinsurance, and life insurance.",0
Canadian Imperial Bank of Commerce doesn't operate in the industry of banking.,0
Mitsubishi UFJ Financial Group doesn't operate in the industry of banking.,0
China Vanke doesn't operate in the industry of Consumer Durables.,1
China Citic Bank doesn't operate in the industry of Banking.,1
KDDI doesn't have headquarters in Japan.,0
Zurich Insurance doesn't have headquarters in Switzerland.,0
E.ON doesn't have headquarters in France.,1
Glencore doesn't have headquarters in Switzerland.,0
ING Group doesn't engage in the manufacture and sale of electrical equipment.,1
British American Tobacco doesn't operate in the industry of Banking.,1
Electricite de France doesn't have headquarters in Russia.,1
Coca-Cola provides insurance and financial services to individual and institutional customers.,1
Citigroup doesn't operate in the industry of diversified financials.,0
"Toyota Motor doesn't engage in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.",1
"Target doesn't operate in the industry of Food, Drink & Tobacco.",1
Broadcom doesn't operate in the industry of Capital Goods.,1
"China State Construction Engineering doesn't engage in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.",1
United Parcel Service doesn't have headquarters in United States.,0
MetLife doesn't operate in the industry of Consumer Durables.,1
"China Telecom is a health care services company, which doesn't engage in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers.",1
PetroChina doesn't operate in the industry of oil & gas operations.,0
Siemens doesn't have headquarters in Germany.,0
Sanofi doesn't operate in the industry of drugs & biotechnology.,0
Novartis doesn't have headquarters in Switzerland.,0
Nippon Telegraph & Telephone doesn't have headquarters in Japan.,0
Bank of China doesn't operate in the industry of Conglomerates.,1
"Mitsubishi doesn't engage in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.",1
Walt Disney doesn't have headquarters in Germany.,1
Charles Schwab Corporation doesn't engage in the development and sale of properties.,1
Hon Hai Precision doesn't operate in the industry of Consumer Durables.,1
Vale doesn't have headquarters in China.,1
General Motors doesn't engage in the provision of healthcare services.,1
China Mobile doesn't have headquarters in Hong Kong.,0
Hyundai Motor doesn't operate in the industry of consumer durables.,0
"Bank of Nova Scotia doesn't engage in the provision of aerospace and defense systems and services for commercial, military and government customers.",1
ConocoPhillips doesn't engage in the provision of banking and financial services.,1
"ArcelorMittal doesn't engage in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care.",1
RBC doesn't operate in the industry of Insurance.,1
"ConocoPhillips doesn't engage in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.",0
Charles Schwab Corporation doesn't have headquarters in Japan.,1
Manulife doesn't operate in the industry of Diversified Financials.,1
"Rio Tinto doesn't engage in the exploration, mining, and processing of mineral resources.",0
Itau Unibanco Holding doesn't operate in the industry of banking.,0
Walgreens doesn't engage in the provision of drug store services.,0
"Wells Fargo doesn't engage in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.",1
Taiwan Semiconductor Manufacturing Company doesn't have headquarters in Taiwan.,0
Deere & Company doesn't operate in the industry of Banking.,1
Itochu doesn't engage in oil and natural gas production.,1
Intel doesn't operate in the industry of semiconductors.,0
Tokio Marine Holdings doesn't have headquarters in Japan.,0
"PNC Financial Services is a holding company, which doesn't engage in the provision of financial services.",0
Industrial Bank doesn't engage in owning and operating of general merchandise stores.,1
National Australia Bank doesn't have headquarters in United States.,1
China Merchants Bank doesn't operate in the industry of Consumer Durables.,1
